name,addr:postcode,operator,website,_region,latitude,longitude,dist_train_m,score_train,dist_tram_m,score_tram,dist_bus_m,score_bus,accessibility_score,sa2_name,sa3_name,region,irsd_decile,irsd_score
Toolamba Oval,,,,Northern Victoria,-36.49225619626321,145.34331622699676,10418.753260833095,0.0,133921.59067496864,0.0,8814.136040854846,0.0,0.0,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Numurkah Showgrounds,,,,Northern Victoria,-36.093332702348874,145.4473469332449,32433.762331982613,0.0,179144.17869019596,0.0,25083.282626438206,0.0,0.0,Numurkah,Moira,Rest of Vic.,3.0,965.6260804
Gurnett Oval,,,,Northern Victoria,-35.33399099233268,143.55460430155244,1058.8942493459015,67.63821883176232,290034.98716963705,0.0,156.94373520564363,100.0,55.4,Swan Hill,Murray River - Swan Hill,Rest of Vic.,3.0,961.2820914
Frank Howley Oval,,,,Northern Victoria,-36.446208179455525,145.22939394596554,12677.606070133246,0.0,137539.87903138442,0.0,733.8890897260571,16.527727568485716,4.1,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Backhaus Oval,,,,Northern Victoria,-36.77318012923911,144.2547002470591,2457.267482047634,0.0,118688.909513673,0.0,191.5347950901968,100.0,25.0,Kangaroo Flat - Golden Square,Bendigo,Rest of Vic.,3.0,951.6009899
Ballantyne Centre,,Tatura Football Club,,Northern Victoria,-36.44490058095995,145.23301030383814,12322.431815973887,0.0,137717.7011372423,0.0,847.1283154227162,0.0,0.0,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Rumbalara Football,,,,Northern Victoria,-36.353240120548016,145.39738093801088,3478.350039838992,0.0,149979.22280515902,0.0,520.7324460389383,69.81688849026543,17.5,Shepparton - North,Shepparton,Rest of Vic.,3.0,961.3295204
Nagambie Primary School Oval,,,,Northern Victoria,-36.78888669713261,145.15668613764728,501.56533561511515,100.0,99081.8746827159,0.0,24456.616956842776,0.0,45.0,Nagambie,Upper Goulburn Valley,Rest of Vic.,4.0,988.2670639
Glengarry Recreation Reserve Football Club,3854,,,Gippsland / East,-38.1266869,146.5691292,8401.601144595897,0.0,125445.34021282941,0.0,6093.466801577873,0.0,0.0,Yallourn North - Glengarry,Latrobe Valley,Rest of Vic.,5.0,1003.280473
Athletic Field,,,,Gippsland / East,-38.1532616,146.7745019,1146.3464039177913,56.70669951027608,143642.7876270252,0.0,16905.17548052247,0.0,25.5,Rosedale,Wellington,Rest of Vic.,4.0,991.0019614
Athletic Field,,,,Gippsland / East,-38.1527853,146.7721298,1360.465807300609,29.941774087423877,143428.41562294017,0.0,16877.065434487286,0.0,13.5,Rosedale,Wellington,Rest of Vic.,4.0,991.0019614
Lochiel Park,,,,Gippsland / East,-37.71163431023904,148.4550385427383,74028.4344556746,0.0,288654.68953916966,0.0,32116.440408569426,0.0,0.0,Orbost,Gippsland - East,Rest of Vic.,2.0,931.8619841
Fred King Oval,,,,Gippsland / East,-38.126938083322024,146.5701580662708,8404.088653616527,0.0,125539.5224234937,0.0,6091.577991871518,0.0,0.0,Yallourn North - Glengarry,Latrobe Valley,Rest of Vic.,5.0,1003.280473
No. 1 Oval,,,,Gippsland / East,-38.60077638584704,145.5976442446077,41314.76609920234,0.0,90267.72649190918,0.0,250.25887991367682,100.0,25.0,Wonthaggi - Inverloch,Gippsland - South West,Rest of Vic.,4.0,985.9433531
Wesburn Oval,,,,Gippsland / East,-37.77332013129542,145.6491924538351,26531.284114087328,0.0,42144.2100508998,0.0,267.2815024554985,100.0,25.0,Yarra Valley,Yarra Ranges,Greater Melbourne,5.0,995.254956
Bruthen Oval,,,,Gippsland / East,-37.71293624711262,147.83490086627464,22323.588360174937,0.0,234141.29261246906,0.0,616.4171924156836,45.89570189607909,11.5,Bruthen - Omeo,Gippsland - East,Rest of Vic.,5.0,1000.050405
